Longitude,Latitude,RSSI
-8.505897,51.89245,-94
-8.505897,51.89245,-94
-8.505897,51.89245,-90
-8.505897,51.89245,-89
-8.505897,51.89245,-94
-8.505897,51.89245,-94
-8.505897,51.89245,-91
-8.505897,51.89245,-87
-8.505897,51.89245,-90
-8.505897,51.89245,-90
-8.505897,51.89245,-90
-8.505897,51.89245,
-8.505897,51.89245,-88
-8.505897,51.89245,-86
-8.505897,51.89245,-84
-8.505897,51.89245,-84
-8.505897,51.89245,-84
-8.505897,51.89245,-88
-8.505897,51.89245,-88
-8.505897,51.89245,-88
-8.505897,51.89245,-88
-8.505897,51.89245,-88
-8.505897,51.89245,-86
-8.505897,51.89245,-84
-8.505897,51.89245,-86
-8.505897,51.89245,-86
-8.505897,51.89245,-86
-8.505897,51.89245,-88
-8.505897,51.89245,-85
-8.505897,51.89245,-87
-8.505897,51.89245,-87
-8.505897,51.89245,-90
-8.505897,51.89245,-92
-8.505897,51.89245,-92
-8.505897,51.89245,
-8.505897,51.89245,
-8.505897,51.89245,
-8.505897,51.89245,
-8.505897,51.89245,
-8.505897,51.89245,-94
-8.505897,51.89245,-93
-8.505897,51.89245,-93
-8.505897,51.89245,-93
-8.505897,51.89245,-91
-8.505897,51.89245,-93
-8.505897,51.89245,-94
-8.505897,51.89245,-94
-8.505897,51.89245,-94
-8.505897,51.89245,-94
-8.505897,51.89245,-94
-8.505897,51.89245,-93
-8.505897,51.89245,-93
-8.505897,51.89245,-93
-8.505897,51.89245,-94
-8.505897,51.89245,-94
-8.505897,51.89245,-86
-8.505897,51.89245,-92
-8.504511,51.892748,-94
-8.504511,51.892748,-92
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,-94
-8.504511,51.892748,
-8.504511,51.892748,
-8.504511,51.892748,-91
-8.504511,51.892748,-92
-8.504511,51.892748,-92
-8.504511,51.892748,-92
-8.504511,51.892748,-90
-8.504511,51.892748,-90
-8.504511,51.892748,-93
-8.504511,51.892748,-93
-8.504511,51.892748,-93
-8.504511,51.892748,-89
-8.504511,51.892748,-89
-8.504511,51.892748,-92
-8.504511,51.892748,-92
-8.504511,51.892748,-88
-8.504511,51.892748,-86
-8.504511,51.892748,-86
-8.504511,51.892748,
-8.504511,51.892748,
-8.504511,51.892748,-85
-8.504511,51.892748,-85
-8.504511,51.892748,-90
-8.504511,51.892748,-90
-8.504511,51.892748,-88
-8.504511,51.892748,-90
-8.504511,51.892748,-90
-8.504511,51.892748,-85
-8.504511,51.892748,-86
-8.504511,51.892748,-86
-8.504511,51.892748,-86
-8.504511,51.892748,-89
-8.504511,51.892748,-85
-8.504511,51.892748,-85
-8.504511,51.892748,-88
-8.504511,51.892748,-86
-8.504511,51.892748,-86
-8.504511,51.892748,-88
-8.504511,51.892748,-86
-8.504511,51.892748,-92
-8.504511,51.892748,-87
-8.504511,51.892748,-87
-8.504511,51.892748,-87
-8.504511,51.892748,-87
-8.504511,51.892748,-87
-8.504511,51.892748,-90
-8.504511,51.892748,-85
-8.504511,51.892748,-85
-8.504511,51.892748,-91
-8.503063,51.892827,-91
-8.503063,51.892827,-91
-8.503063,51.892827,-87
-8.503063,51.892827,-87
-8.503063,51.892827,-89
-8.503063,51.892827,-84
-8.503063,51.892827,-84
-8.503063,51.892827,-82
-8.503063,51.892827,-79
-8.503063,51.892827,-82
-8.503063,51.892827,-82
-8.503063,51.892827,-84
-8.503063,51.892827,-82
-8.503063,51.892827,-80
-8.503063,51.892827,-77
-8.503063,51.892827,-74
-8.503063,51.892827,-80
-8.503063,51.892827,-76
-8.503063,51.892827,
-8.503063,51.892827,
-8.503063,51.892827,
-8.503063,51.892827,-74
-8.503063,51.892827,-74
-8.503063,51.892827,-74
-8.503063,51.892827,-77
-8.503063,51.892827,-77
-8.503063,51.892827,-77
-8.503063,51.892827,-77
-8.503063,51.892827,-74
-8.503063,51.892827,-78
-8.503063,51.892827,-85
-8.503063,51.892827,-83
-8.503063,51.892827,
-8.503063,51.892827,
-8.503063,51.892827,
-8.503063,51.892827,
-8.503063,51.892827,
-8.503063,51.892827,-86
-8.503063,51.892827,-86
-8.503063,51.892827,-86
-8.503063,51.892827,-88
-8.503063,51.892827,-88
-8.503063,51.892827,-88
-8.503063,51.892827,-88
-8.503063,51.892827,-88
-8.503063,51.892827,-86
-8.503063,51.892827,-86
-8.503063,51.892827,-84
-8.503063,51.892827,-86
-8.503063,51.892827,-83
-8.503063,51.892827,-80
-8.503063,51.892827,-80
-8.503063,51.892827,-78
-8.503063,51.892827,-82
-8.503063,51.892827,-82
-8.503063,51.892827,-82
-8.503063,51.892827,-80
-8.503063,51.892827,-82
-8.503063,51.892827,-82
-8.503063,51.892827,-82
-8.503063,51.892827,-78
-8.503063,51.892827,-75
-8.503063,51.892827,-78
-8.503063,51.892827,-80
-8.503063,51.892827,-84
-8.503063,51.892827,-84
-8.503063,51.892827,-81
-8.503063,51.892827,-81
-8.503063,51.892827,-78
-8.50166,51.893069,-78
-8.50166,51.893069,-83
-8.50166,51.893069,-83
-8.50166,51.893069,-83
-8.50166,51.893069,-80
-8.50166,51.893069,-82
-8.50166,51.893069,-80
-8.50166,51.893069,-79
-8.50166,51.893069,-85
-8.50166,51.893069,-83
-8.50166,51.893069,-80
-8.50166,51.893069,-83
-8.50166,51.893069,-80
-8.50166,51.893069,-84
-8.50166,51.893069,-84
-8.50166,51.893069,-88
-8.50166,51.893069,-86
-8.50166,51.893069,-91
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,
-8.50166,51.893069,-94
-8.50166,51.893069,
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,
-8.50166,51.893069,
-8.50166,51.893069,
-8.50166,51.893069,-66
-8.50166,51.893069,-66
-8.50166,51.893069,-66
-8.50166,51.893069,-66
-8.50166,51.893069,-66
-8.50166,51.893069,-66
-8.50166,51.893069,-66
-8.50166,51.893069,-66
-8.50166,51.893069,
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.50166,51.893069,-94
-8.499551,51.893394,-68
-8.499508,51.893483,-70
-8.499508,51.893483,-70
-8.499508,51.893483,-67
-8.499508,51.893483,-71
-8.499508,51.893483,-71
-8.499508,51.893483,-71
-8.499508,51.893483,-69
-8.499508,51.893483,-73
-8.499508,51.893483,-73
-8.499508,51.893483,-76
-8.499508,51.893483,-73
-8.499508,51.893483,-73
-8.499508,51.893483,-71
-8.499508,51.893483,-73
-8.499508,51.893483,-70
-8.499508,51.893483,-73
-8.499508,51.893483,-76
-8.499508,51.893483,-68
-8.499508,51.893483,-71
-8.499508,51.893483,-71
-8.499508,51.893483,-74
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,
-8.499508,51.893483,-77
-8.499508,51.893483,-74
-8.499508,51.893483,-71
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-72
-8.499508,51.893483,-72
-8.499508,51.893483,-75
-8.499508,51.893483,-71
-8.499508,51.893483,-68
-8.499508,51.893483,-72
-8.499508,51.893483,-70
-8.499508,51.893483,-70
-8.499508,51.893483,-73
-8.499508,51.893483,-73
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-79
-8.499508,51.893483,-77
-8.499508,51.893483,-77
-8.499508,51.893483,-77
-8.499508,51.893483,-77
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-77
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-83
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-81
-8.499508,51.893483,-84
-8.499508,51.893483,-84
-8.499508,51.893483,-84
-8.499508,51.893483,-84
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-80
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-76
-8.499508,51.893483,-76
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-72
-8.499508,51.893483,-72
-8.499508,51.893483,-72
-8.499508,51.893483,
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-72
-8.499508,51.893483,-76
-8.499508,51.893483,-76
-8.499508,51.893483,-78
-8.499508,51.893483,-76
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,-81
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-74
-8.499508,51.893483,-74
-8.499508,51.893483,-77
-8.499508,51.893483,-81
-8.499508,51.893483,-75
-8.499508,51.893483,-70
-8.499508,51.893483,-72
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-82
-8.499508,51.893483,-76
-8.499508,51.893483,-78
-8.499508,51.893483,-72
-8.499508,51.893483,-77
-8.499508,51.893483,-77
-8.499508,51.893483,-77
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-82
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-81
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-78
-8.499508,51.893483,-77
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-82
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-81
-8.499508,51.893483,-79
-8.499508,51.893483,-82
-8.499508,51.893483,-82
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-83
-8.499508,51.893483,-85
-8.499508,51.893483,-82
-8.499508,51.893483,-82
-8.499508,51.893483,-82
-8.499508,51.893483,-82
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-78
-8.499508,51.893483,-80
-8.499508,51.893483,-82
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-78
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-77
-8.499508,51.893483,-77
-8.499508,51.893483,-80
-8.499508,51.893483,-77
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-81
-8.499508,51.893483,-77
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-79
-8.499508,51.893483,-77
-8.499508,51.893483,-77
-8.499508,51.893483,-81
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-76
-8.499508,51.893483,-81
-8.499508,51.893483,-83
-8.499508,51.893483,-80
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-75
-8.499508,51.893483,-77
-8.499508,51.893483,-77
-8.499508,51.893483,-76
-8.499508,51.893483,-76
-8.499508,51.893483,-74
-8.499508,51.893483,-76
-8.499508,51.893483,-78
-8.499508,51.893483,-76
-8.499508,51.893483,-82
-8.499508,51.893483,-82
-8.499508,51.893483,-82
-8.499508,51.893483,-80
-8.499508,51.893483,-77
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-81
-8.499508,51.893483,-78
-8.499508,51.893483,-78
-8.499508,51.893483,-76
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-82
-8.499508,51.893483,-82
-8.499508,51.893483,-85
-8.499508,51.893483,-85
-8.499508,51.893483,-85
-8.499508,51.893483,-85
-8.499508,51.893483,-85
-8.499508,51.893483,-83
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,
-8.499508,51.893483,-83
-8.499508,51.893483,-88
-8.499508,51.893483,-88
-8.499508,51.893483,-88
-8.499508,51.893483,-85
-8.499508,51.893483,-87
-8.499508,51.893483,-87
-8.499508,51.893483,-85
-8.499508,51.893483,-87
-8.499508,51.893483,-89
-8.499508,51.893483,-87
-8.499508,51.893483,-90
-8.499508,51.893483,-90
-8.499508,51.893483,-88
-8.499508,51.893483,-86
-8.499508,51.893483,-88
-8.499508,51.893483,-88
-8.499508,51.893483,-88
-8.499508,51.893483,-85
-8.499508,51.893483,-88
-8.499508,51.893483,-88
-8.499508,51.893483,-88
-8.499508,51.893483,-86
-8.499508,51.893483,-88
-8.499508,51.893483,-88
-8.499508,51.893483,-86
-8.499508,51.893483,-86
-8.499508,51.893483,-86
-8.499508,51.893483,-86
-8.499508,51.893483,-86
-8.499508,51.893483,-86
-8.499508,51.893483,-89
-8.499508,51.893483,-84
-8.499508,51.893483,-84
-8.499508,51.893483,-84
-8.499508,51.893483,-84
-8.499508,51.893483,-84
-8.499508,51.893483,-84
-8.499508,51.893483,-77
-8.499508,51.893483,-82
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-77
-8.499508,51.893483,-81
-8.499508,51.893483,-75
-8.499508,51.893483,-75
-8.499508,51.893483,-72
-8.499508,51.893483,-78
-8.499508,51.893483,-76
-8.499508,51.893483,-76
-8.499508,51.893483,-78
-8.499508,51.893483,-80
-8.499508,51.893483,-74
-8.499508,51.893483,-72
-8.499508,51.893483,-79
-8.499508,51.893483,-79
-8.499508,51.893483,-77
-8.499508,51.893483,-77
-8.499508,51.893483,-81
-8.499508,51.893483,-81
-8.499508,51.893483,-76
-8.499508,51.893483,-79
-8.499508,51.893483,-73
-8.499508,51.893483,-74
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-83
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-80
-8.499508,51.893483,-82
